season,kpin,subzone,variety,pack_week,reading_date,dm_pct,mts_threshold,mts_pass,tzg_score,tzg_grade,sample_size,psa_penalty_applied,grower_effect
2022/23,100002,Te Puke,Green,13,2023-03-27,17.24,15.5,True,0.387,C,90,False,-0.241
2022/23,100002,Te Puke,Green,14,2023-04-03,16.49,15.5,True,0.22,C,90,False,-0.241
2022/23,100002,Te Puke,Green,15,2023-04-10,16.57,15.5,True,0.238,C,90,False,-0.241
2022/23,100002,Te Puke,Green,16,2023-04-17,16.7,15.5,True,0.267,C,90,False,-0.241
2022/23,100002,Te Puke,Green,17,2023-04-24,16.7,15.5,True,0.267,C,90,False,-0.241
2022/23,100002,Te Puke,Green,18,2023-05-01,16.11,15.5,True,0.136,D,90,False,-0.241
2022/23,100002,Te Puke,Green,19,2023-05-08,16.09,15.5,True,0.131,D,90,False,-0.241
2022/23,100002,Te Puke,Green,20,2023-05-15,16.18,15.5,True,0.151,D,90,False,-0.241
2022/23,100002,Te Puke,Green,21,2023-05-22,16.09,15.5,True,0.131,D,90,False,-0.241
2022/23,100002,Te Puke,Green,22,2023-05-29,15.91,15.5,True,0.091,D,90,False,-0.241
2022/23,100002,Te Puke,Green,23,2023-06-05,16.88,15.5,True,0.307,C,90,False,-0.241
2022/23,100002,Te Puke,Green,24,2023-06-12,16.77,15.5,True,0.282,C,90,False,-0.241
2022/23,100002,Te Puke,Green,25,2023-06-19,15.8,15.5,True,0.067,D,90,False,-0.241
2022/23,100002,Te Puke,Green,26,2023-06-26,15.5,15.5,True,0.0,D,90,False,-0.241
2022/23,100003,Te Puke,SunGold,11,2023-03-13,17.39,16.1,True,0.284,C,90,False,0.013
2022/23,100003,Te Puke,SunGold,12,2023-03-20,16.69,16.1,True,0.13,D,90,False,0.013
2022/23,100003,Te Puke,SunGold,13,2023-03-27,17.1,16.1,True,0.221,C,90,False,0.013
2022/23,100003,Te Puke,SunGold,14,2023-04-03,16.39,16.1,True,0.064,D,90,False,0.013
2022/23,100003,Te Puke,SunGold,15,2023-04-10,17.08,16.1,True,0.216,C,90,False,0.013
2022/23,100003,Te Puke,SunGold,16,2023-04-17,16.98,16.1,True,0.194,D,90,False,0.013
2022/23,100003,Te Puke,SunGold,17,2023-04-24,16.16,16.1,True,0.013,D,90,False,0.013
2022/23,100003,Te Puke,SunGold,18,2023-05-01,17.44,16.1,True,0.295,C,90,False,0.013
2022/23,100003,Te Puke,SunGold,19,2023-05-08,17.05,16.1,True,0.209,C,90,False,0.013
2022/23,100003,Te Puke,SunGold,20,2023-05-15,17.03,16.1,True,0.205,C,90,False,0.013
2022/23,100003,Te Puke,SunGold,21,2023-05-22,15.95,16.1,False,0.0,F,90,False,0.013
2022/23,100003,Te Puke,SunGold,22,2023-05-29,16.75,16.1,True,0.143,D,90,False,0.013
2022/23,100003,Te Puke,SunGold,23,2023-06-05,16.33,16.1,True,0.051,D,90,False,0.013
2022/23,100003,Te Puke,SunGold,24,2023-06-12,15.67,16.1,False,0.0,F,90,False,0.013
2022/23,100003,Te Puke,SunGold,25,2023-06-19,16.04,16.1,False,0.0,F,90,False,0.013
2022/23,100003,Te Puke,SunGold,26,2023-06-26,16.05,16.1,False,0.0,F,90,False,0.013
2022/23,100004,Te Puke,Green,11,2023-03-13,16.38,15.5,True,0.196,D,90,False,-0.521
2022/23,100004,Te Puke,Green,12,2023-03-20,15.97,15.5,True,0.104,D,90,False,-0.521
2022/23,100004,Te Puke,Green,13,2023-03-27,16.97,15.5,True,0.327,C,90,False,-0.521
2022/23,100004,Te Puke,Green,14,2023-04-03,16.71,15.5,True,0.269,C,90,False,-0.521
2022/23,100004,Te Puke,Green,15,2023-04-10,16.53,15.5,True,0.229,C,90,False,-0.521
2022/23,100004,Te Puke,Green,16,2023-04-17,17.2,15.5,True,0.378,C,90,False,-0.521
2022/23,100004,Te Puke,Green,17,2023-04-24,16.22,15.5,True,0.16,D,90,False,-0.521
2022/23,100004,Te Puke,Green,18,2023-05-01,16.37,15.5,True,0.193,D,90,False,-0.521
2022/23,100004,Te Puke,Green,19,2023-05-08,16.4,15.5,True,0.2,C,90,False,-0.521
2022/23,100004,Te Puke,Green,20,2023-05-15,16.43,15.5,True,0.207,C,90,False,-0.521
2022/23,100004,Te Puke,Green,21,2023-05-22,15.91,15.5,True,0.091,D,90,False,-0.521
2022/23,100004,Te Puke,Green,22,2023-05-29,16.37,15.5,True,0.193,D,90,False,-0.521
2022/23,100004,Te Puke,Green,23,2023-06-05,15.36,15.5,False,0.0,F,90,False,-0.521
2022/23,100004,Te Puke,Green,24,2023-06-12,16.34,15.5,True,0.187,D,90,False,-0.521
2022/23,100004,Te Puke,Green,25,2023-06-19,15.3,15.5,False,0.0,F,90,False,-0.521
2022/23,100004,Te Puke,Green,26,2023-06-26,15.69,15.5,True,0.042,D,90,False,-0.521
2022/23,100005,Te Puke,SunGold,11,2023-03-13,16.86,16.1,True,0.168,D,90,True,0.154
2022/23,100005,Te Puke,SunGold,12,2023-03-20,16.27,16.1,True,0.037,D,90,True,0.154
2022/23,100005,Te Puke,SunGold,13,2023-03-27,18.19,16.1,True,0.461,B,90,True,0.154
2022/23,100005,Te Puke,SunGold,14,2023-04-03,16.2,16.1,True,0.022,D,90,True,0.154
2022/23,100005,Te Puke,SunGold,15,2023-04-10,17.1,16.1,True,0.221,C,90,True,0.154
2022/23,100005,Te Puke,SunGold,16,2023-04-17,16.26,16.1,True,0.035,D,90,True,0.154
2022/23,100005,Te Puke,SunGold,17,2023-04-24,17.7,16.1,True,0.353,C,90,True,0.154
2022/23,100005,Te Puke,SunGold,18,2023-05-01,16.59,16.1,True,0.108,D,90,True,0.154
2022/23,100005,Te Puke,SunGold,19,2023-05-08,16.36,16.1,True,0.057,D,90,True,0.154
2022/23,100005,Te Puke,SunGold,20,2023-05-15,16.66,16.1,True,0.123,D,90,True,0.154
2022/23,100005,Te Puke,SunGold,21,2023-05-22,16.54,16.1,True,0.097,D,90,True,0.154
2022/23,100005,Te Puke,SunGold,22,2023-05-29,17.06,16.1,True,0.212,C,90,True,0.154
2022/23,100005,Te Puke,SunGold,23,2023-06-05,15.77,16.1,False,0.0,F,90,True,0.154
2022/23,100005,Te Puke,SunGold,24,2023-06-12,15.64,16.1,False,0.0,F,90,True,0.154
2022/23,100005,Te Puke,SunGold,25,2023-06-19,17.08,16.1,True,0.216,C,90,True,0.154
2022/23,100005,Te Puke,SunGold,26,2023-06-26,16.72,16.1,True,0.137,D,90,True,0.154
2022/23,100006,Te Puke,Green,11,2023-03-13,16.63,15.5,True,0.251,C,90,False,0.188
2022/23,100006,Te Puke,Green,12,2023-03-20,17.6,15.5,True,0.467,B,90,False,0.188
2022/23,100006,Te Puke,Green,13,2023-03-27,17.13,15.5,True,0.362,C,90,False,0.188
2022/23,100006,Te Puke,Green,14,2023-04-03,16.0,15.5,True,0.111,D,90,False,0.188
2022/23,100006,Te Puke,Green,15,2023-04-10,17.73,15.5,True,0.496,B,90,False,0.188
2022/23,100006,Te Puke,Green,16,2023-04-17,17.04,15.5,True,0.342,C,90,False,0.188
2022/23,100006,Te Puke,Green,17,2023-04-24,16.15,15.5,True,0.144,D,90,False,0.188
2022/23,100006,Te Puke,Green,18,2023-05-01,17.43,15.5,True,0.429,B,90,False,0.188
2022/23,100006,Te Puke,Green,19,2023-05-08,16.58,15.5,True,0.24,C,90,False,0.188
2022/23,100006,Te Puke,Green,20,2023-05-15,16.9,15.5,True,0.311,C,90,False,0.188
2022/23,100006,Te Puke,Green,21,2023-05-22,17.13,15.5,True,0.362,C,90,False,0.188
2022/23,100006,Te Puke,Green,22,2023-05-29,16.35,15.5,True,0.189,D,90,False,0.188
2022/23,100006,Te Puke,Green,23,2023-06-05,16.22,15.5,True,0.16,D,90,False,0.188
2022/23,100006,Te Puke,Green,24,2023-06-12,16.19,15.5,True,0.153,D,90,False,0.188
2022/23,100006,Te Puke,Green,25,2023-06-19,17.02,15.5,True,0.338,C,90,False,0.188
2022/23,100006,Te Puke,Green,26,2023-06-26,16.35,15.5,True,0.189,D,90,False,0.188
2022/23,100007,Te Puke,SunGold,11,2023-03-13,17.93,16.1,True,0.404,B,90,False,-0.063
2022/23,100007,Te Puke,SunGold,12,2023-03-20,16.89,16.1,True,0.174,D,90,False,-0.063
2022/23,100007,Te Puke,SunGold,13,2023-03-27,17.02,16.1,True,0.203,C,90,False,-0.063
2022/23,100007,Te Puke,SunGold,14,2023-04-03,16.91,16.1,True,0.179,D,90,False,-0.063
2022/23,100007,Te Puke,SunGold,15,2023-04-10,17.48,16.1,True,0.304,C,90,False,-0.063
2022/23,100007,Te Puke,SunGold,16,2023-04-17,16.8,16.1,True,0.154,D,90,False,-0.063
2022/23,100007,Te Puke,SunGold,17,2023-04-24,17.57,16.1,True,0.324,C,90,False,-0.063
2022/23,100007,Te Puke,SunGold,18,2023-05-01,16.82,16.1,True,0.159,D,90,False,-0.063
2022/23,100007,Te Puke,SunGold,19,2023-05-08,17.22,16.1,True,0.247,C,90,False,-0.063
2022/23,100007,Te Puke,SunGold,20,2023-05-15,16.71,16.1,True,0.135,D,90,False,-0.063
2022/23,100007,Te Puke,SunGold,21,2023-05-22,15.94,16.1,False,0.0,F,90,False,-0.063
2022/23,100007,Te Puke,SunGold,22,2023-05-29,17.09,16.1,True,0.218,C,90,False,-0.063
2022/23,100007,Te Puke,SunGold,23,2023-06-05,16.25,16.1,True,0.033,D,90,False,-0.063
2022/23,100007,Te Puke,SunGold,24,2023-06-12,15.91,16.1,False,0.0,F,90,False,-0.063
2022/23,100007,Te Puke,SunGold,25,2023-06-19,16.66,16.1,True,0.123,D,90,False,-0.063
2022/23,100007,Te Puke,SunGold,26,2023-06-26,16.23,16.1,True,0.029,D,90,False,-0.063
2022/23,100008,Te Puke,Green,11,2023-03-13,15.95,15.5,True,0.1,D,90,False,-0.62
2022/23,100008,Te Puke,Green,12,2023-03-20,15.97,15.5,True,0.104,D,90,False,-0.62
2022/23,100008,Te Puke,Green,13,2023-03-27,15.19,15.5,False,0.0,F,90,False,-0.62
2022/23,100008,Te Puke,Green,14,2023-04-03,15.68,15.5,True,0.04,D,90,False,-0.62
2022/23,100008,Te Puke,Green,15,2023-04-10,16.68,15.5,True,0.262,C,90,False,-0.62
2022/23,100008,Te Puke,Green,16,2023-04-17,16.14,15.5,True,0.142,D,90,False,-0.62
2022/23,100008,Te Puke,Green,17,2023-04-24,16.26,15.5,True,0.169,D,90,False,-0.62
2022/23,100008,Te Puke,Green,18,2023-05-01,16.2,15.5,True,0.156,D,90,False,-0.62
2022/23,100008,Te Puke,Green,19,2023-05-08,16.54,15.5,True,0.231,C,90,False,-0.62
2022/23,100008,Te Puke,Green,20,2023-05-15,16.31,15.5,True,0.18,D,90,False,-0.62
2022/23,100008,Te Puke,Green,21,2023-05-22,16.21,15.5,True,0.158,D,90,False,-0.62
2022/23,100008,Te Puke,Green,22,2023-05-29,15.32,15.5,False,0.0,F,90,False,-0.62
2022/23,100008,Te Puke,Green,23,2023-06-05,14.75,15.5,False,0.0,F,90,False,-0.62
2022/23,100008,Te Puke,Green,24,2023-06-12,15.02,15.5,False,0.0,F,90,False,-0.62
2022/23,100008,Te Puke,Green,25,2023-06-19,15.89,15.5,True,0.087,D,90,False,-0.62
2022/23,100008,Te Puke,Green,26,2023-06-26,15.8,15.5,True,0.067,D,90,False,-0.62
2022/23,100009,Te Puke,SunGold,11,2023-03-13,17.01,16.1,True,0.201,C,90,False,-0.249
2022/23,100009,Te Puke,SunGold,12,2023-03-20,16.67,16.1,True,0.126,D,90,False,-0.249
2022/23,100009,Te Puke,SunGold,13,2023-03-27,17.43,16.1,True,0.293,C,90,False,-0.249
2022/23,100009,Te Puke,SunGold,14,2023-04-03,16.38,16.1,True,0.062,D,90,False,-0.249
2022/23,100009,Te Puke,SunGold,15,2023-04-10,16.47,16.1,True,0.082,D,90,False,-0.249
2022/23,100009,Te Puke,SunGold,16,2023-04-17,16.94,16.1,True,0.185,D,90,False,-0.249
2022/23,100009,Te Puke,SunGold,17,2023-04-24,17.08,16.1,True,0.216,C,90,False,-0.249
2022/23,100009,Te Puke,SunGold,18,2023-05-01,16.94,16.1,True,0.185,D,90,False,-0.249
2022/23,100009,Te Puke,SunGold,19,2023-05-08,16.7,16.1,True,0.132,D,90,False,-0.249
2022/23,100009,Te Puke,SunGold,20,2023-05-15,16.59,16.1,True,0.108,D,90,False,-0.249
2022/23,100009,Te Puke,SunGold,21,2023-05-22,16.17,16.1,True,0.015,D,90,False,-0.249
2022/23,100009,Te Puke,SunGold,22,2023-05-29,16.38,16.1,True,0.062,D,90,False,-0.249
2022/23,100009,Te Puke,SunGold,23,2023-06-05,15.6,16.1,False,0.0,F,90,False,-0.249
2022/23,100009,Te Puke,SunGold,24,2023-06-12,16.22,16.1,True,0.026,D,90,False,-0.249
2022/23,100009,Te Puke,SunGold,25,2023-06-19,15.68,16.1,False,0.0,F,90,False,-0.249
2022/23,100009,Te Puke,SunGold,26,2023-06-26,15.04,16.1,False,0.0,F,90,False,-0.249
2022/23,100010,Te Puke,Green,11,2023-03-13,16.99,15.5,True,0.331,C,90,False,0.308
2022/23,100010,Te Puke,Green,12,2023-03-20,17.44,15.5,True,0.431,B,90,False,0.308
2022/23,100010,Te Puke,Green,13,2023-03-27,16.83,15.5,True,0.296,C,90,False,0.308
2022/23,100010,Te Puke,Green,14,2023-04-03,18.44,15.5,True,0.653,A,90,False,0.308
2022/23,100010,Te Puke,Green,15,2023-04-10,17.5,15.5,True,0.444,B,90,False,0.308
2022/23,100010,Te Puke,Green,16,2023-04-17,16.78,15.5,True,0.284,C,90,False,0.308
2022/23,100010,Te Puke,Green,17,2023-04-24,17.68,15.5,True,0.484,B,90,False,0.308
2022/23,100010,Te Puke,Green,18,2023-05-01,16.68,15.5,True,0.262,C,90,False,0.308
2022/23,100010,Te Puke,Green,19,2023-05-08,16.55,15.5,True,0.233,C,90,False,0.308
2022/23,100010,Te Puke,Green,20,2023-05-15,16.57,15.5,True,0.238,C,90,False,0.308
2022/23,100010,Te Puke,Green,21,2023-05-22,16.3,15.5,True,0.178,D,90,False,0.308
2022/23,100010,Te Puke,Green,22,2023-05-29,15.85,15.5,True,0.078,D,90,False,0.308
2022/23,100010,Te Puke,Green,23,2023-06-05,16.24,15.5,True,0.164,D,90,False,0.308
2022/23,100010,Te Puke,Green,24,2023-06-12,16.19,15.5,True,0.153,D,90,False,0.308
2022/23,100010,Te Puke,Green,25,2023-06-19,16.41,15.5,True,0.202,C,90,False,0.308
2022/23,100010,Te Puke,Green,26,2023-06-26,16.47,15.5,True,0.216,C,90,False,0.308
2022/23,100011,Te Puke,SunGold,11,2023-03-13,16.8,16.1,True,0.154,D,90,False,-0.694
2022/23,100011,Te Puke,SunGold,12,2023-03-20,16.55,16.1,True,0.099,D,90,False,-0.694
2022/23,100011,Te Puke,SunGold,13,2023-03-27,16.21,16.1,True,0.024,D,90,False,-0.694
2022/23,100011,Te Puke,SunGold,14,2023-04-03,15.78,16.1,False,0.0,F,90,False,-0.694
2022/23,100011,Te Puke,SunGold,15,2023-04-10,16.03,16.1,False,0.0,F,90,False,-0.694
2022/23,100011,Te Puke,SunGold,16,2023-04-17,15.76,16.1,False,0.0,F,90,False,-0.694
2022/23,100011,Te Puke,SunGold,17,2023-04-24,16.25,16.1,True,0.033,D,90,False,-0.694
2022/23,100011,Te Puke,SunGold,18,2023-05-01,16.44,16.1,True,0.075,D,90,False,-0.694
2022/23,100011,Te Puke,SunGold,19,2023-05-08,16.15,16.1,True,0.011,D,90,False,-0.694
2022/23,100011,Te Puke,SunGold,20,2023-05-15,16.46,16.1,True,0.079,D,90,False,-0.694
2022/23,100011,Te Puke,SunGold,21,2023-05-22,15.83,16.1,False,0.0,F,90,False,-0.694
2022/23,100011,Te Puke,SunGold,22,2023-05-29,15.04,16.1,False,0.0,F,90,False,-0.694
2022/23,100011,Te Puke,SunGold,23,2023-06-05,16.08,16.1,False,0.0,F,90,False,-0.694
2022/23,100011,Te Puke,SunGold,24,2023-06-12,15.96,16.1,False,0.0,F,90,False,-0.694
2022/23,100011,Te Puke,SunGold,25,2023-06-19,15.41,16.1,False,0.0,F,90,False,-0.694
2022/23,100011,Te Puke,SunGold,26,2023-06-26,15.42,16.1,False,0.0,F,90,False,-0.694
2022/23,100012,Te Puke,SunGold,11,2023-03-13,16.81,16.1,True,0.157,D,90,False,-0.087
2022/23,100012,Te Puke,SunGold,12,2023-03-20,16.94,16.1,True,0.185,D,90,False,-0.087
2022/23,100012,Te Puke,SunGold,13,2023-03-27,16.7,16.1,True,0.132,D,90,False,-0.087
2022/23,100012,Te Puke,SunGold,14,2023-04-03,16.35,16.1,True,0.055,D,90,False,-0.087
2022/23,100012,Te Puke,SunGold,15,2023-04-10,16.72,16.1,True,0.137,D,90,False,-0.087
2022/23,100012,Te Puke,SunGold,16,2023-04-17,16.46,16.1,True,0.079,D,90,False,-0.087
2022/23,100012,Te Puke,SunGold,17,2023-04-24,17.35,16.1,True,0.276,C,90,False,-0.087
2022/23,100012,Te Puke,SunGold,18,2023-05-01,16.16,16.1,True,0.013,D,90,False,-0.087
2022/23,100012,Te Puke,SunGold,19,2023-05-08,17.1,16.1,True,0.221,C,90,False,-0.087
2022/23,100012,Te Puke,SunGold,20,2023-05-15,16.91,16.1,True,0.179,D,90,False,-0.087
2022/23,100012,Te Puke,SunGold,21,2023-05-22,16.09,16.1,False,0.0,F,90,False,-0.087
2022/23,100012,Te Puke,SunGold,22,2023-05-29,16.67,16.1,True,0.126,D,90,False,-0.087
2022/23,100012,Te Puke,SunGold,23,2023-06-05,15.97,16.1,False,0.0,F,90,False,-0.087
2022/23,100012,Te Puke,SunGold,24,2023-06-12,15.6,16.1,False,0.0,F,90,False,-0.087
2022/23,100012,Te Puke,SunGold,25,2023-06-19,16.27,16.1,True,0.037,D,90,False,-0.087
2022/23,100012,Te Puke,SunGold,26,2023-06-26,15.82,16.1,False,0.0,F,90,False,-0.087
2022/23,100013,Te Puke,Green,11,2023-03-13,17.11,15.5,True,0.358,C,90,False,-0.295
2022/23,100013,Te Puke,Green,12,2023-03-20,16.31,15.5,True,0.18,D,90,False,-0.295
2022/23,100013,Te Puke,Green,13,2023-03-27,16.27,15.5,True,0.171,D,90,False,-0.295
2022/23,100013,Te Puke,Green,14,2023-04-03,16.01,15.5,True,0.113,D,90,False,-0.295
2022/23,100013,Te Puke,Green,15,2023-04-10,16.71,15.5,True,0.269,C,90,False,-0.295
2022/23,100013,Te Puke,Green,16,2023-04-17,17.09,15.5,True,0.353,C,90,False,-0.295
2022/23,100013,Te Puke,Green,17,2023-04-24,16.6,15.5,True,0.244,C,90,False,-0.295
2022/23,100013,Te Puke,Green,18,2023-05-01,17.74,15.5,True,0.498,B,90,False,-0.295
2022/23,100013,Te Puke,Green,19,2023-05-08,16.63,15.5,True,0.251,C,90,False,-0.295
2022/23,100013,Te Puke,Green,20,2023-05-15,16.3,15.5,True,0.178,D,90,False,-0.295
2022/23,100013,Te Puke,Green,21,2023-05-22,15.82,15.5,True,0.071,D,90,False,-0.295
2022/23,100013,Te Puke,Green,22,2023-05-29,16.55,15.5,True,0.233,C,90,False,-0.295
2022/23,100013,Te Puke,Green,23,2023-06-05,15.58,15.5,True,0.018,D,90,False,-0.295
2022/23,100013,Te Puke,Green,24,2023-06-12,15.47,15.5,False,0.0,F,90,False,-0.295
2022/23,100013,Te Puke,Green,25,2023-06-19,15.34,15.5,False,0.0,F,90,False,-0.295
2022/23,100013,Te Puke,Green,26,2023-06-26,16.13,15.5,True,0.14,D,90,False,-0.295
2022/23,100014,Te Puke,Green,11,2023-03-13,17.15,15.5,True,0.367,C,90,False,0.201
2022/23,100014,Te Puke,Green,12,2023-03-20,17.35,15.5,True,0.411,B,90,False,0.201
2022/23,100014,Te Puke,Green,13,2023-03-27,17.19,15.5,True,0.376,C,90,False,0.201
2022/23,100014,Te Puke,Green,14,2023-04-03,17.04,15.5,True,0.342,C,90,False,0.201
2022/23,100014,Te Puke,Green,15,2023-04-10,16.89,15.5,True,0.309,C,90,False,0.201
2022/23,100014,Te Puke,Green,16,2023-04-17,17.2,15.5,True,0.378,C,90,False,0.201
2022/23,100014,Te Puke,Green,17,2023-04-24,17.6,15.5,True,0.467,B,90,False,0.201
2022/23,100014,Te Puke,Green,18,2023-05-01,17.0,15.5,True,0.333,C,90,False,0.201
2022/23,100014,Te Puke,Green,19,2023-05-08,16.88,15.5,True,0.307,C,90,False,0.201
2022/23,100014,Te Puke,Green,20,2023-05-15,17.69,15.5,True,0.487,B,90,False,0.201
2022/23,100014,Te Puke,Green,21,2023-05-22,16.02,15.5,True,0.116,D,90,False,0.201
2022/23,100014,Te Puke,Green,22,2023-05-29,16.71,15.5,True,0.269,C,90,False,0.201
2022/23,100014,Te Puke,Green,23,2023-06-05,17.08,15.5,True,0.351,C,90,False,0.201
2022/23,100014,Te Puke,Green,24,2023-06-12,17.1,15.5,True,0.356,C,90,False,0.201
2022/23,100014,Te Puke,Green,25,2023-06-19,16.4,15.5,True,0.2,C,90,False,0.201
2022/23,100014,Te Puke,Green,26,2023-06-26,16.55,15.5,True,0.233,C,90,False,0.201
2022/23,100015,Te Puke,Green,11,2023-03-13,16.55,15.5,True,0.233,C,90,False,-0.169
2022/23,100015,Te Puke,Green,12,2023-03-20,16.84,15.5,True,0.298,C,90,False,-0.169
2022/23,100015,Te Puke,Green,13,2023-03-27,16.96,15.5,True,0.324,C,90,False,-0.169
2022/23,100015,Te Puke,Green,14,2023-04-03,16.83,15.5,True,0.296,C,90,False,-0.169
2022/23,100015,Te Puke,Green,15,2023-04-10,16.88,15.5,True,0.307,C,90,False,-0.169
2022/23,100015,Te Puke,Green,16,2023-04-17,16.71,15.5,True,0.269,C,90,False,-0.169
2022/23,100015,Te Puke,Green,17,2023-04-24,16.62,15.5,True,0.249,C,90,False,-0.169
2022/23,100015,Te Puke,Green,18,2023-05-01,17.4,15.5,True,0.422,B,90,False,-0.169
2022/23,100015,Te Puke,Green,19,2023-05-08,16.47,15.5,True,0.216,C,90,False,-0.169
2022/23,100015,Te Puke,Green,20,2023-05-15,17.53,15.5,True,0.451,B,90,False,-0.169
2022/23,100015,Te Puke,Green,21,2023-05-22,17.26,15.5,True,0.391,C,90,False,-0.169
2022/23,100015,Te Puke,Green,22,2023-05-29,16.73,15.5,True,0.273,C,90,False,-0.169
2022/23,100015,Te Puke,Green,23,2023-06-05,15.91,15.5,True,0.091,D,90,False,-0.169
2022/23,100015,Te Puke,Green,24,2023-06-12,16.58,15.5,True,0.24,C,90,False,-0.169
2022/23,100015,Te Puke,Green,25,2023-06-19,15.39,15.5,False,0.0,F,90,False,-0.169
2022/23,100015,Te Puke,Green,26,2023-06-26,15.95,15.5,True,0.1,D,90,False,-0.169
2022/23,100016,Te Puke,Green,11,2023-03-13,16.92,15.5,True,0.316,C,90,False,0.101
2022/23,100016,Te Puke,Green,12,2023-03-20,17.28,15.5,True,0.396,C,90,False,0.101
2022/23,100016,Te Puke,Green,13,2023-03-27,17.71,15.5,True,0.491,B,90,False,0.101
2022/23,100016,Te Puke,Green,14,2023-04-03,16.92,15.5,True,0.316,C,90,False,0.101
2022/23,100016,Te Puke,Green,15,2023-04-10,17.6,15.5,True,0.467,B,90,False,0.101
2022/23,100016,Te Puke,Green,16,2023-04-17,16.5,15.5,True,0.222,C,90,False,0.101
2022/23,100016,Te Puke,Green,17,2023-04-24,17.57,15.5,True,0.46,B,90,False,0.101
2022/23,100016,Te Puke,Green,18,2023-05-01,16.88,15.5,True,0.307,C,90,False,0.101
2022/23,100016,Te Puke,Green,19,2023-05-08,17.21,15.5,True,0.38,C,90,False,0.101
2022/23,100016,Te Puke,Green,20,2023-05-15,16.23,15.5,True,0.162,D,90,False,0.101
2022/23,100016,Te Puke,Green,21,2023-05-22,16.31,15.5,True,0.18,D,90,False,0.101
2022/23,100016,Te Puke,Green,22,2023-05-29,16.84,15.5,True,0.298,C,90,False,0.101
2022/23,100016,Te Puke,Green,23,2023-06-05,17.01,15.5,True,0.336,C,90,False,0.101
